answer_uid,volume,id_str,page_no,question_id_hint,reason,question_uid_candidates
v1:9.44.4,1,9.44.4,280,422969,question_id_not_in_questions_dataset,
v1:9.45.4,1,9.45.4,280,359848,question_id_not_in_questions_dataset,
v1:9.45.7,1,9.45.7,280,359538,question_id_not_in_questions_dataset,
v1:9.45.8,1,9.45.8,280,359469,question_id_not_in_questions_dataset,
v1:9.45.9,1,9.45.9,280,411821,question_id_not_in_questions_dataset,
v1:9.45.10,1,9.45.10,280,41672,question_id_not_in_questions_dataset,
v1:9.45.11,1,9.45.11,280,41517,question_id_not_in_questions_dataset,
v1:9.45.12,1,9.45.12,281,41459,question_id_not_in_questions_dataset,
v1:9.45.13,1,9.45.13,281,41461,question_id_not_in_questions_dataset,
v1:9.45.14,1,9.45.14,281,41471,question_id_not_in_questions_dataset,
v1:9.45.15,1,9.45.15,281,313520,question_id_not_in_questions_dataset,
v1:9.45.16,1,9.45.16,281,313600,question_id_not_in_questions_dataset,
v1:9.46.1,1,9.46.1,281,411881,question_id_not_in_questions_dataset,
v1:9.46.3,1,9.46.3,281,205082,question_id_not_in_questions_dataset,
v1:9.46.4,1,9.46.4,281,205099,question_id_not_in_questions_dataset,
v1:9.47.1,1,9.47.1,281,461024,question_id_not_in_questions_dataset,
v1:9.49.1,1,9.49.1,281,411710,question_id_not_in_questions_dataset,
v1:9.49.10,1,9.49.10,281,359905,question_id_not_in_questions_dataset,
v1:9.49.11,1,9.49.11,281,422965,question_id_not_in_questions_dataset,
v1:9.49.12,1,9.49.12,281,411674,question_id_not_in_questions_dataset,
v1:9.49.13,1,9.49.13,281,411669,question_id_not_in_questions_dataset,
v1:9.49.14,1,9.49.14,281,411839,question_id_not_in_questions_dataset,
v1:9.49.15,1,9.49.15,281,426511,question_id_not_in_questions_dataset,
v1:9.49.16,1,9.49.16,281,40217,question_id_not_in_questions_dataset,
v1:9.49.17,1,9.49.17,281,40230,question_id_not_in_questions_dataset,
v1:9.49.18,1,9.49.18,281,4173,question_id_not_in_questions_dataset,
v1:9.49.19,1,9.49.19,281,40293,question_id_not_in_questions_dataset,
v1:9.49.20,1,9.49.20,281,41668,question_id_not_in_questions_dataset,
v1:9.49.21,1,9.49.21,281,41511,question_id_not_in_questions_dataset,
v1:9.49.22,1,9.49.22,281,41462,question_id_not_in_questions_dataset,
v1:9.49.23,1,9.49.23,281,40180,question_id_not_in_questions_dataset,
v1:9.49.24,1,9.49.24,281,39506,question_id_not_in_questions_dataset,
v1:9.49.25,1,9.49.25,281,108086,question_id_not_in_questions_dataset,
v1:9.49.26,1,9.49.26,281,313416,question_id_not_in_questions_dataset,
v1:9.49.27,1,9.49.27,281,313671,question_id_not_in_questions_dataset,
v1:9.49.29,1,9.49.29,281,313632,question_id_not_in_questions_dataset,
v1:9.50.1,1,9.50.1,281,359741,question_id_not_in_questions_dataset,
v1:9.51.3,1,9.51.3,281,411731,question_id_not_in_questions_dataset,
v1:9.51.4,1,9.51.4,281,40278,question_id_not_in_questions_dataset,
v1:9.51.5,1,9.51.5,281,313249,question_id_not_in_questions_dataset,
v1:9.51.6,1,9.51.6,281,313599,question_id_not_in_questions_dataset,
v1:9.52.1,1,9.52.1,281,770,question_id_not_in_questions_dataset,
v1:9.52.5,1,9.52.5,281,359762,question_id_not_in_questions_dataset,
v1:9.52.6,1,9.52.6,281,31540,question_id_not_in_questions_dataset,
v1:9.52.7,1,9.52.7,281,40295,question_id_not_in_questions_dataset,
v1:9.52.8,1,9.52.8,281,39510,question_id_not_in_questions_dataset,
v1:9.52.9,1,9.52.9,281,108482,question_id_not_in_questions_dataset,
v1:9.52.10,1,9.52.10,281,205181,question_id_not_in_questions_dataset,
v1:9.52.11,1,9.52.11,281,313650,question_id_not_in_questions_dataset,
v1:9.53.1,1,9.53.1,281,40210,question_id_not_in_questions_dataset,
v1:9.54.1,1,9.54.1,281,426518,question_id_not_in_questions_dataset,
v1:9.54.7,1,9.54.7,281,359832,question_id_not_in_questions_dataset,
v1:9.54.8,1,9.54.8,281,411739,question_id_not_in_questions_dataset,
v1:9.54.9,1,9.54.9,281,411761,question_id_not_in_questions_dataset,
v1:9.54.10,1,9.54.10,281,411751,question_id_not_in_questions_dataset,
v1:9.54.11,1,9.54.11,281,426490,question_id_not_in_questions_dataset,
v1:9.54.12,1,9.54.12,281,411700,question_id_not_in_questions_dataset,
v1:9.54.13,1,9.54.13,281,426537,question_id_not_in_questions_dataset,
v1:9.54.14,1,9.54.14,281,359540,question_id_not_in_questions_dataset,
v1:9.54.15,1,9.54.15,281,359474,question_id_not_in_questions_dataset,
v1:9.54.16,1,9.54.16,281,426512,question_id_not_in_questions_dataset,
v1:9.54.17,1,9.54.17,281,312128,question_id_not_in_questions_dataset,
v1:9.54.18,1,9.54.18,281,40205,question_id_not_in_questions_dataset,
v1:9.54.19,1,9.54.19,281,40242,question_id_not_in_questions_dataset,
v1:9.54.20,1,9.54.20,281,40308,question_id_not_in_questions_dataset,
v1:9.54.21,1,9.54.21,281,39496,question_id_not_in_questions_dataset,
v1:9.54.22,1,9.54.22,281,313415,question_id_not_in_questions_dataset,
v1:9.54.23,1,9.54.23,281,313254,question_id_not_in_questions_dataset,
v1:9.54.24,1,9.54.24,281,313385,question_id_not_in_questions_dataset,
v1:9.54.25,1,9.54.25,281,205211,question_id_not_in_questions_dataset,
v1:9.54.26,1,9.54.26,281,313564,question_id_not_in_questions_dataset,
v1:9.55.1,1,9.55.1,281,313419,question_id_not_in_questions_dataset,
v1:9.56.1,1,9.56.1,281,359881,question_id_not_in_questions_dataset,
v1:9.56.2,1,9.56.2,281,359901,question_id_not_in_questions_dataset,
v1:9.56.3,1,9.56.3,281,359471,question_id_not_in_questions_dataset,
v1:9.56.4,1,9.56.4,281,359511,question_id_not_in_questions_dataset,
v1:9.57.4,1,9.57.4,281,422968,question_id_not_in_questions_dataset,
v1:9.57.5,1,9.57.5,281,426513,question_id_not_in_questions_dataset,
v1:9.57.6,1,9.57.6,281,41467,question_id_not_in_questions_dataset,
v1:9.57.7,1,9.57.7,281,41468,question_id_not_in_questions_dataset,
v1:9.57.8,1,9.57.8,281,108300,question_id_not_in_questions_dataset,
v1:9.57.9,1,9.57.9,281,313558,question_id_not_in_questions_dataset,
v1:9.57.10,1,9.57.10,281,313588,question_id_not_in_questions_dataset,
v1:9.59.3,1,9.59.3,281,359812,question_id_not_in_questions_dataset,
v1:9.59.4,1,9.59.4,281,411909,question_id_not_in_questions_dataset,
v1:9.59.5,1,9.59.5,281,411680,question_id_not_in_questions_dataset,
v1:9.59.6,1,9.59.6,281,411779,question_id_not_in_questions_dataset,
v1:9.59.7,1,9.59.7,281,40247,question_id_not_in_questions_dataset,
v1:9.59.8,1,9.59.8,281,40296,question_id_not_in_questions_dataset,
v1:9.59.9,1,9.59.9,281,41497,question_id_not_in_questions_dataset,
v1:9.59.10,1,9.59.10,281,41518,question_id_not_in_questions_dataset,
v1:9.59.11,1,9.59.11,281,41460,question_id_not_in_questions_dataset,
v1:9.59.12,1,9.59.12,281,39509,question_id_not_in_questions_dataset,
v1:9.59.13,1,9.59.13,281,110832,question_id_not_in_questions_dataset,
v1:9.59.14,1,9.59.14,281,110834,question_id_not_in_questions_dataset,
v1:9.59.15,1,9.59.15,281,313418,question_id_not_in_questions_dataset,
v1:9.59.16,1,9.59.16,281,313517,question_id_not_in_questions_dataset,
v1:9.59.17,1,9.59.17,281,205089,question_id_not_in_questions_dataset,
v1:9.59.18,1,9.59.18,281,313652,question_id_not_in_questions_dataset,
v1:9.59.19,1,9.59.19,281,313549,question_id_not_in_questions_dataset,
v1:9.60.1,1,9.60.1,281,411735,question_id_not_in_questions_dataset,
v1:9.60.2,1,9.60.2,281,359743,question_id_not_in_questions_dataset,
v1:9.60.3,1,9.60.3,281,411785,question_id_not_in_questions_dataset,
v1:9.60.4,1,9.60.4,281,313441,question_id_not_in_questions_dataset,
v1:9.61.3,1,9.61.3,281,411898,question_id_not_in_questions_dataset,
v1:9.61.4,1,9.61.4,281,411872,question_id_not_in_questions_dataset,
v1:9.61.5,1,9.61.5,281,40216,question_id_not_in_questions_dataset,
v1:9.61.6,1,9.61.6,281,41493,question_id_not_in_questions_dataset,
v1:9.61.7,1,9.61.7,281,108297,question_id_not_in_questions_dataset,
v1:9.61.8,1,9.61.8,281,313483,question_id_not_in_questions_dataset,
v1:9.61.9,1,9.61.9,281,313659,question_id_not_in_questions_dataset,
v1:9.62.1,1,9.62.1,281,40207,question_id_not_in_questions_dataset,
v1:9.64.1,1,9.64.1,281,777,question_id_not_in_questions_dataset,
v1:9.64.5,1,9.64.5,281,313211,question_id_not_in_questions_dataset,
v1:9.64.6,1,9.64.6,281,40248,question_id_not_in_questions_dataset,
v1:9.64.7,1,9.64.7,281,40276,question_id_not_in_questions_dataset,
v1:9.64.8,1,9.64.8,281,40185,question_id_not_in_questions_dataset,
v1:9.64.9,1,9.64.9,281,39505,question_id_not_in_questions_dataset,
v1:9.64.10,1,9.64.10,281,313581,question_id_not_in_questions_dataset,
v1:9.65.4,1,9.65.4,281,359891,question_id_not_in_questions_dataset,
v1:9.65.5,1,9.65.5,281,359785,question_id_not_in_questions_dataset,
v1:9.65.6,1,9.65.6,281,359484,question_id_not_in_questions_dataset,
v1:9.65.7,1,9.65.7,281,359494,question_id_not_in_questions_dataset,
v1:9.65.8,1,9.65.8,281,411769,question_id_not_in_questions_dataset,
v1:9.65.9,1,9.65.9,281,40175,question_id_not_in_questions_dataset,
v1:9.65.10,1,9.65.10,281,40173,question_id_not_in_questions_dataset,
v1:9.65.11,1,9.65.11,281,205085,question_id_not_in_questions_dataset,
v1:9.66.1,1,9.66.1,281,205083,question_id_not_in_questions_dataset,
v1:9.67.1,1,9.67.1,281,359850,question_id_not_in_questions_dataset,
v1:9.67.2,1,9.67.2,281,313482,question_id_not_in_questions_dataset,
v1:9.68.6,1,9.68.6,281,359830,question_id_not_in_questions_dataset,
v1:9.68.7,1,9.68.7,281,359885,question_id_not_in_questions_dataset,
v1:9.68.8,1,9.68.8,281,411757,question_id_not_in_questions_dataset,
v1:9.68.9,1,9.68.9,281,411857,question_id_not_in_questions_dataset,
v1:9.68.10,1,9.68.10,281,312027,question_id_not_in_questions_dataset,
v1:9.68.11,1,9.68.11,281,40208,question_id_not_in_questions_dataset,
v1:9.68.12,1,9.68.12,281,40184,question_id_not_in_questions_dataset,
v1:9.68.13,1,9.68.13,281,108484,question_id_not_in_questions_dataset,
v1:9.68.14,1,9.68.14,281,313509,question_id_not_in_questions_dataset,
v1:9.68.15,1,9.68.15,281,313609,question_id_not_in_questions_dataset,
v1:9.68.16,1,9.68.16,281,313440,question_id_not_in_questions_dataset,
v1:9.69.1,1,9.69.1,281,411720,question_id_not_in_questions_dataset,
v1:9.70.1,1,9.70.1,281,411718,question_id_not_in_questions_dataset,
v1:9.70.5,1,9.70.5,281,359542,question_id_not_in_questions_dataset,
v1:9.70.6,1,9.70.6,281,110924,question_id_not_in_questions_dataset,
v1:9.70.7,1,9.70.7,281,108094,question_id_not_in_questions_dataset,
v1:9.70.8,1,9.70.8,281,108483,question_id_not_in_questions_dataset,
v1:9.70.9,1,9.70.9,281,313481,question_id_not_in_questions_dataset,
v1:9.70.10,1,9.70.10,281,313511,question_id_not_in_questions_dataset,
v1:9.70.11,1,9.70.11,281,313672,question_id_not_in_questions_dataset,
v1:9.70.12,1,9.70.12,281,313643,question_id_not_in_questions_dataset,
v1:9.70.14,1,9.70.14,281,313374,question_id_not_in_questions_dataset,
v1:9.70.15,1,9.70.15,281,313531,question_id_not_in_questions_dataset,
v1:9.70.17,1,9.70.17,281,313579,question_id_not_in_questions_dataset,
v1:10.1.1,1,10.1.1,300,411704,question_id_not_in_questions_dataset,
v1:10.1.3,1,10.1.3,300,359476,question_id_not_in_questions_dataset,
v1:10.1.4,1,10.1.4,300,411797,question_id_not_in_questions_dataset,
v1:10.2.1,1,10.2.1,300,411696,question_id_not_in_questions_dataset,
v1:10.3.1,1,10.3.1,300,426500,question_id_not_in_questions_dataset,
v1:10.4.1,1,10.4.1,300,426525,question_id_not_in_questions_dataset,
v1:10.4.4,1,10.4.4,300,411917,question_id_not_in_questions_dataset,
v1:10.4.5,1,10.4.5,300,426501,question_id_not_in_questions_dataset,
v1:10.4.6,1,10.4.6,300,422963,question_id_not_in_questions_dataset,
v1:10.4.7,1,10.4.7,300,411684,question_id_not_in_questions_dataset,
v1:10.5.1,1,10.5.1,300,411887,question_id_not_in_questions_dataset,
v1:10.5.3,1,10.5.3,300,359887,question_id_not_in_questions_dataset,
v1:10.5.4,1,10.5.4,300,359907,question_id_not_in_questions_dataset,
v1:10.5.5,1,10.5.5,300,411755,question_id_not_in_questions_dataset,
v1:10.5.6,1,10.5.6,300,411901,question_id_not_in_questions_dataset,
v1:10.5.7,1,10.5.7,300,426527,question_id_not_in_questions_dataset,
v1:10.8.4,1,10.8.4,301,411694,question_id_not_in_questions_dataset,
v1:11.2.3,1,11.2.3,371,359889,question_id_not_in_questions_dataset,
v1:11.2.4,1,11.2.4,371,359534,question_id_not_in_questions_dataset,
v1:11.2.5,1,11.2.5,371,108474,question_id_not_in_questions_dataset,
v1:11.2.6,1,11.2.6,371,110820,question_id_not_in_questions_dataset,
v1:11.2.7,1,11.2.7,371,313515,question_id_not_in_questions_dataset,
v1:11.3.7,1,11.3.7,371,359780,question_id_not_in_questions_dataset,
v1:11.3.8,1,11.3.8,371,39494,question_id_not_in_questions_dataset,
v1:11.3.9,1,11.3.9,371,39519,question_id_not_in_questions_dataset,
v1:11.3.10,1,11.3.10,371,108061,question_id_not_in_questions_dataset,
v1:11.3.11,1,11.3.11,371,313655,question_id_not_in_questions_dataset,
v1:11.3.12,1,11.3.12,371,313442,question_id_not_in_questions_dataset,
v1:11.4.5,1,11.4.5,371,359909,question_id_not_in_questions_dataset,
v1:11.4.6,1,11.4.6,371,359488,question_id_not_in_questions_dataset,
v1:11.4.7,1,11.4.7,371,359509,question_id_not_in_questions_dataset,
v1:11.4.8,1,11.4.8,371,40224,question_id_not_in_questions_dataset,
v1:11.4.9,1,11.4.9,371,40291,question_id_not_in_questions_dataset,
v1:11.5.2,1,11.5.2,371,40225,question_id_not_in_questions_dataset,
v1:11.5.3,1,11.5.3,371,40233,question_id_not_in_questions_dataset,
v1:11.5.4,1,11.5.4,371,40245,question_id_not_in_questions_dataset,
v1:11.5.5,1,11.5.5,371,40269,question_id_not_in_questions_dataset,
v1:11.6.1,1,11.6.1,371,426523,question_id_not_in_questions_dataset,
v1:11.6.2,1,11.6.2,371,426522,question_id_not_in_questions_dataset,
v1:11.6.3,1,11.6.3,371,411722,question_id_not_in_questions_dataset,
v1:11.6.10,1,11.6.10,371,771,question_id_not_in_questions_dataset,
v1:11.6.27,1,11.6.27,371,359826,question_id_not_in_questions_dataset,
v1:11.6.28,1,11.6.28,371,359824,question_id_not_in_questions_dataset,
v1:11.6.29,1,11.6.29,371,359868,question_id_not_in_questions_dataset,
v1:11.6.30,1,11.6.30,371,359866,question_id_not_in_questions_dataset,
v1:11.6.31,1,11.6.31,371,359844,question_id_not_in_questions_dataset,
v1:11.6.32,1,11.6.32,371,411743,question_id_not_in_questions_dataset,
v1:11.6.33,1,11.6.33,371,411763,question_id_not_in_questions_dataset,
v1:11.6.34,1,11.6.34,371,411907,question_id_not_in_questions_dataset,
v1:11.6.35,1,11.6.35,371,426494,question_id_not_in_questions_dataset,
v1:11.6.36,1,11.6.36,371,426493,question_id_not_in_questions_dataset,
v1:11.6.37,1,11.6.37,371,426496,question_id_not_in_questions_dataset,
v1:11.6.38,1,11.6.38,371,426495,question_id_not_in_questions_dataset,
v1:11.6.39,1,11.6.39,371,461032,question_id_not_in_questions_dataset,
v1:11.6.40,1,11.6.40,371,422971,question_id_not_in_questions_dataset,
v1:11.6.41,1,11.6.41,371,359783,question_id_not_in_questions_dataset,
v1:11.6.42,1,11.6.42,371,411702,question_id_not_in_questions_dataset,
v1:11.6.43,1,11.6.43,371,411863,question_id_not_in_questions_dataset,
v1:11.6.44,1,11.6.44,371,426530,question_id_not_in_questions_dataset,
v1:11.6.45,1,11.6.45,371,359730,question_id_not_in_questions_dataset,
v1:11.6.46,1,11.6.46,371,359726,question_id_not_in_questions_dataset,
v1:11.6.47,1,11.6.47,371,411682,question_id_not_in_questions_dataset,
v1:11.6.48,1,11.6.48,371,359536,question_id_not_in_questions_dataset,
v1:11.6.49,1,11.6.49,371,411783,question_id_not_in_questions_dataset,
v1:11.6.50,1,11.6.50,371,411805,question_id_not_in_questions_dataset,
v1:11.6.51,1,11.6.51,371,426508,question_id_not_in_questions_dataset,
v1:11.6.52,1,11.6.52,371,426507,question_id_not_in_questions_dataset,
v1:11.6.53,1,11.6.53,371,312011,question_id_not_in_questions_dataset,
v1:11.6.54,1,11.6.54,371,312012,question_id_not_in_questions_dataset,
v1:11.6.55,1,11.6.55,371,312022,question_id_not_in_questions_dataset,
v1:11.6.56,1,11.6.56,371,312023,question_id_not_in_questions_dataset,
v1:11.6.57,1,11.6.57,371,312112,question_id_not_in_questions_dataset,
v1:11.6.58,1,11.6.58,371,312114,question_id_not_in_questions_dataset,
v1:11.6.59,1,11.6.59,371,40202,question_id_not_in_questions_dataset,
v1:11.6.60,1,11.6.60,371,40204,question_id_not_in_questions_dataset,
v1:11.6.61,1,11.6.61,371,40206,question_id_not_in_questions_dataset,
v1:11.6.62,1,11.6.62,371,31522,question_id_not_in_questions_dataset,
v1:11.6.63,1,11.6.63,371,31529,question_id_not_in_questions_dataset,
v1:11.6.64,1,11.6.64,371,31533,question_id_not_in_questions_dataset,
v1:11.6.65,1,11.6.65,371,40214,question_id_not_in_questions_dataset,
v1:11.6.66,1,11.6.66,371,40215,question_id_not_in_questions_dataset,
v1:11.6.67,1,11.6.67,371,40223,question_id_not_in_questions_dataset,
v1:11.6.68,1,11.6.68,371,40235,question_id_not_in_questions_dataset,
v1:11.6.69,1,11.6.69,371,40271,question_id_not_in_questions_dataset,
v1:11.6.70,1,11.6.70,371,40290,question_id_not_in_questions_dataset,
v1:11.6.71,1,11.6.71,371,40301,question_id_not_in_questions_dataset,
v1:11.6.72,1,11.6.72,371,41660,question_id_not_in_questions_dataset,
v1:11.6.73,1,11.6.73,371,41665,question_id_not_in_questions_dataset,
v1:11.6.74,1,11.6.74,371,41492,question_id_not_in_questions_dataset,
v1:11.6.75,1,11.6.75,371,41507,question_id_not_in_questions_dataset,
v1:11.6.76,1,11.6.76,371,41510,question_id_not_in_questions_dataset,
v1:11.6.77,1,11.6.77,371,41141,question_id_not_in_questions_dataset,
v1:11.6.78,1,11.6.78,371,40176,question_id_not_in_questions_dataset,
v1:11.6.79,1,11.6.79,371,39489,question_id_not_in_questions_dataset,
v1:11.6.80,1,11.6.80,371,39490,question_id_not_in_questions_dataset,
v1:11.6.81,1,11.6.81,371,38935,question_id_not_in_questions_dataset,
v1:11.6.82,1,11.6.82,371,39516,question_id_not_in_questions_dataset,
v1:11.6.83,1,11.6.83,371,40166,question_id_not_in_questions_dataset,
v1:11.6.84,1,11.6.84,371,40167,question_id_not_in_questions_dataset,
v1:11.6.85,1,11.6.85,371,110868,question_id_not_in_questions_dataset,
v1:11.6.86,1,11.6.86,371,110881,question_id_not_in_questions_dataset,
v1:11.6.87,1,11.6.87,371,108069,question_id_not_in_questions_dataset,
v1:11.6.88,1,11.6.88,371,108478,question_id_not_in_questions_dataset,
v1:11.6.89,1,11.6.89,371,108240,question_id_not_in_questions_dataset,
v1:11.6.90,1,11.6.90,371,108249,question_id_not_in_questions_dataset,
v1:11.6.91,1,11.6.91,371,313488,question_id_not_in_questions_dataset,
v1:11.6.92,1,11.6.92,371,313276,question_id_not_in_questions_dataset,
v1:11.6.93,1,11.6.93,371,313278,question_id_not_in_questions_dataset,
v1:11.6.94,1,11.6.94,371,313395,question_id_not_in_questions_dataset,
v1:11.6.95,1,11.6.95,371,313396,question_id_not_in_questions_dataset,
v1:11.6.96,1,11.6.96,372,205087,question_id_not_in_questions_dataset,
v1:11.6.97,1,11.6.97,372,205088,question_id_not_in_questions_dataset,
v1:11.6.98,1,11.6.98,372,205205,question_id_not_in_questions_dataset,
v1:11.6.99,1,11.6.99,372,205206,question_id_not_in_questions_dataset,
v1:11.6.100,1,11.6.100,372,205097,question_id_not_in_questions_dataset,
v1:11.6.101,1,11.6.101,372,205098,question_id_not_in_questions_dataset,
v1:11.6.102,1,11.6.102,372,313656,question_id_not_in_questions_dataset,
v1:11.6.103,1,11.6.103,372,313634,question_id_not_in_questions_dataset,
v1:11.6.104,1,11.6.104,372,313641,question_id_not_in_questions_dataset,
v1:11.6.105,1,11.6.105,372,313443,question_id_not_in_questions_dataset,
v1:11.6.106,1,11.6.106,372,313377,question_id_not_in_questions_dataset,
v1:11.6.107,1,11.6.107,372,313541,question_id_not_in_questions_dataset,
v1:11.6.108,1,11.6.108,372,313568,question_id_not_in_questions_dataset,
v1:11.6.109,1,11.6.109,372,313744,question_id_not_in_questions_dataset,
v1:11.6.110,1,11.6.110,372,313602,question_id_not_in_questions_dataset,
v1:11.6.111,1,11.6.111,372,313604,question_id_not_in_questions_dataset,
v1:11.6.112,1,11.6.112,372,313586,question_id_not_in_questions_dataset,
v1:11.6.113,1,11.6.113,372,313590,question_id_not_in_questions_dataset,
v1:11.7.1,1,11.7.1,372,461027,question_id_not_in_questions_dataset,
v1:11.8.1,1,11.8.1,372,41142,question_id_not_in_questions_dataset,
v1:11.8.2,1,11.8.2,372,39504,question_id_not_in_questions_dataset,
v1:11.8.3,1,11.8.3,372,313663,question_id_not_in_questions_dataset,
v1:11.9.3,1,11.9.3,372,312113,question_id_not_in_questions_dataset,
v1:11.9.4,1,11.9.4,372,40203,question_id_not_in_questions_dataset,
v1:11.9.5,1,11.9.5,372,31519,question_id_not_in_questions_dataset,
v1:11.10.1,1,11.10.1,372,411888,question_id_not_in_questions_dataset,
v1:11.10.2,1,11.10.2,372,411883,question_id_not_in_questions_dataset,
v1:11.10.6,1,11.10.6,372,774,question_id_not_in_questions_dataset,
v1:11.10.16,1,11.10.16,372,411733,question_id_not_in_questions_dataset,
v1:11.10.17,1,11.10.17,372,411753,question_id_not_in_questions_dataset,
v1:11.10.18,1,11.10.18,372,411897,question_id_not_in_questions_dataset,
v1:11.10.19,1,11.10.19,372,411912,question_id_not_in_questions_dataset,
v1:11.10.20,1,11.10.20,372,411849,question_id_not_in_questions_dataset,
v1:11.10.21,1,11.10.21,372,411830,question_id_not_in_questions_dataset,
v1:11.10.22,1,11.10.22,372,411773,question_id_not_in_questions_dataset,
v1:11.10.23,1,11.10.23,372,411795,question_id_not_in_questions_dataset,
v1:11.10.24,1,11.10.24,372,312015,question_id_not_in_questions_dataset,
v1:11.10.25,1,11.10.25,372,312025,question_id_not_in_questions_dataset,
v1:11.10.26,1,11.10.26,372,312132,question_id_not_in_questions_dataset,
v1:11.10.27,1,11.10.27,372,40211,question_id_not_in_questions_dataset,
v1:11.10.28,1,11.10.28,372,31545,question_id_not_in_questions_dataset,
v1:11.10.29,1,11.10.29,372,40221,question_id_not_in_questions_dataset,
v1:11.10.30,1,11.10.30,372,40231,question_id_not_in_questions_dataset,
v1:11.10.31,1,11.10.31,372,40237,question_id_not_in_questions_dataset,
v1:11.10.32,1,11.10.32,372,40302,question_id_not_in_questions_dataset,
v1:11.10.33,1,11.10.33,372,41671,question_id_not_in_questions_dataset,
v1:11.10.34,1,11.10.34,372,41496,question_id_not_in_questions_dataset,
v1:11.10.35,1,11.10.35,372,39495,question_id_not_in_questions_dataset,
v1:11.10.36,1,11.10.36,372,39523,question_id_not_in_questions_dataset,
v1:11.10.37,1,11.10.37,372,110913,question_id_not_in_questions_dataset,
v1:11.10.38,1,11.10.38,372,108717,question_id_not_in_questions_dataset,
v1:11.10.39,1,11.10.39,372,110844,question_id_not_in_questions_dataset,
v1:11.10.40,1,11.10.40,372,313486,question_id_not_in_questions_dataset,
v1:11.10.41,1,11.10.41,372,313422,question_id_not_in_questions_dataset,
v1:11.10.42,1,11.10.42,372,313423,question_id_not_in_questions_dataset,
v1:11.10.43,1,11.10.43,372,313516,question_id_not_in_questions_dataset,
v1:11.10.44,1,11.10.44,372,313667,question_id_not_in_questions_dataset,
v1:11.10.45,1,11.10.45,372,313678,question_id_not_in_questions_dataset,
v1:11.10.46,1,11.10.46,372,205214,question_id_not_in_questions_dataset,
v1:11.10.47,1,11.10.47,372,205212,question_id_not_in_questions_dataset,
v1:11.10.48,1,11.10.48,372,313445,question_id_not_in_questions_dataset,
v1:11.10.49,1,11.10.49,372,313375,question_id_not_in_questions_dataset,
v1:11.10.50,1,11.10.50,372,313381,question_id_not_in_questions_dataset,
v1:11.10.51,1,11.10.51,372,313540,question_id_not_in_questions_dataset,
v1:11.10.52,1,11.10.52,372,313747,question_id_not_in_questions_dataset,
v1:11.10.53,1,11.10.53,372,313555,question_id_not_in_questions_dataset,
v1:11.10.54,1,11.10.54,372,313554,question_id_not_in_questions_dataset,
v1:11.10.55,1,11.10.55,372,313606,question_id_not_in_questions_dataset,
v1:11.10.56,1,11.10.56,372,313594,question_id_not_in_questions_dataset,
v1:11.10.57,1,11.10.57,372,313592,question_id_not_in_questions_dataset,
v1:17.11.1,1,17.11.1,372,,question_id_missing_hint,
v1:11.11.2,1,11.11.2,372,108481,question_id_not_in_questions_dataset,
v1:11.12.1,1,11.12.1,372,56,question_id_not_in_questions_dataset,
v1:11.12.2,1,11.12.2,372,772,question_id_not_in_questions_dataset,
v1:11.12.6,1,11.12.6,372,359530,question_id_not_in_questions_dataset,
v1:11.12.7,1,11.12.7,372,39515,question_id_not_in_questions_dataset,
v1:11.12.8,1,11.12.8,372,40171,question_id_not_in_questions_dataset,
v1:11.13.1,1,11.13.1,372,359846,question_id_not_in_questions_dataset,
v1:11.13.2,1,11.13.2,372,411924,question_id_not_in_questions_dataset,
v1:11.13.3,1,11.13.3,372,411878,question_id_not_in_questions_dataset,
v1:11.13.4,1,11.13.4,372,359557,question_id_not_in_questions_dataset,
v1:11.13.5,1,11.13.5,372,313378,question_id_not_in_questions_dataset,
v1:11.13.6,1,11.13.6,372,313379,question_id_not_in_questions_dataset,
v1:11.13.7,1,11.13.7,372,313542,question_id_not_in_questions_dataset,
v1:11.13.8,1,11.13.8,372,313571,question_id_not_in_questions_dataset,
v1:11.14.1,1,11.14.1,372,411893,question_id_not_in_questions_dataset,
v1:11.14.2,1,11.14.2,372,359757,question_id_not_in_questions_dataset,
v1:11.14.38,1,11.14.38,372,,question_id_missing_hint,
v1:11.14.4,1,11.14.4,372,313550,question_id_not_in_questions_dataset,
v1:11.15.3,1,11.15.3,372,426529,question_id_not_in_questions_dataset,
v1:11.15.4,1,11.15.4,372,411812,question_id_not_in_questions_dataset,
v1:11.15.5,1,11.15.5,372,39520,question_id_not_in_questions_dataset,
v1:11.17.2,1,11.17.2,372,359480,question_id_not_in_questions_dataset,
v1:11.18.6,1,11.18.6,372,312009,question_id_not_in_questions_dataset,
v1:11.18.7,1,11.18.7,372,312020,question_id_not_in_questions_dataset,
v1:11.18.8,1,11.18.8,372,40222,question_id_not_in_questions_dataset,
v1:11.18.9,1,11.18.9,372,40234,question_id_not_in_questions_dataset,
v1:11.18.10,1,11.18.10,372,40270,question_id_not_in_questions_dataset,
v1:11.18.11,1,11.18.11,372,40288,question_id_not_in_questions_dataset,
v1:11.18.12,1,11.18.12,372,40300,question_id_not_in_questions_dataset,
v1:11.18.13,1,11.18.13,372,41463,question_id_not_in_questions_dataset,
v1:11.18.14,1,11.18.14,372,41465,question_id_not_in_questions_dataset,
v1:11.18.15,1,11.18.15,372,40178,question_id_not_in_questions_dataset,
v1:11.18.16,1,11.18.16,372,40181,question_id_not_in_questions_dataset,
